areaperil_id,lon,lat,IMTs
1439,-70.05,18.2,SA(0.3)
1440,-70.05,18.25,SA(0.3)
1441,-70.05,18.3,SA(0.3)
1442,-70.05,18.35,SA(0.3)
1443,-70.05,18.4,SA(0.3)
1444,-70.05,18.45,SA(0.3)
1445,-70.05,18.5,SA(0.3)
1446,-70.05,18.55,SA(0.3)
1447,-70.05,18.6,SA(0.3)
1448,-70.05,18.65,SA(0.3)
1449,-70.05,18.7,SA(0.3)
1450,-70.05,18.75,SA(0.3)
1451,-70.05,18.8,SA(0.3)
1452,-70.05,18.85,SA(0.3)
1453,-70.05,18.9,SA(0.3)
1454,-70.05,18.95,SA(0.3)
1455,-70.05,19.0,SA(0.3)
1456,-70.05,19.05,SA(0.3)
1457,-70.05,19.1,SA(0.3)
1458,-70.05,19.15,SA(0.3)
1459,-70.05,19.2,SA(0.3)
1460,-70.05,19.25,SA(0.3)
1461,-70.05,19.3,SA(0.3)
1462,-70.05,19.35,SA(0.3)
1463,-70.05,19.4,SA(0.3)
1464,-70.05,19.45,SA(0.3)
1465,-70.05,19.5,SA(0.3)
1466,-70.05,19.55,SA(0.3)
1467,-70.05,19.6,SA(0.3)
1468,-70.05,19.65,SA(0.3)
1469,-70.05,19.7,SA(0.3)
1470,-70.05,19.75,SA(0.3)
1471,-70.0,18.3,SA(0.3)
1472,-70.0,18.35,SA(0.3)
1473,-70.0,18.4,SA(0.3)
1474,-70.0,18.45,SA(0.3)
1475,-70.0,18.5,SA(0.3)
1476,-70.0,18.55,SA(0.3)
1477,-70.0,18.6,SA(0.3)
1478,-70.0,18.65,SA(0.3)
1479,-70.0,18.7,SA(0.3)
1480,-70.0,18.75,SA(0.3)
1481,-70.0,18.8,SA(0.3)
1482,-70.0,18.85,SA(0.3)
1483,-70.0,18.9,SA(0.3)
1484,-70.0,18.95,SA(0.3)
1485,-70.0,19.0,SA(0.3)
1486,-70.0,19.05,SA(0.3)
1487,-70.0,19.1,SA(0.3)
1488,-70.0,19.15,SA(0.3)
1489,-70.0,19.2,SA(0.3)
1490,-70.0,19.25,SA(0.3)
1491,-70.0,19.3,SA(0.3)
1492,-70.0,19.35,SA(0.3)
1493,-70.0,19.4,SA(0.3)
1494,-70.0,19.45,SA(0.3)
1495,-70.0,19.5,SA(0.3)
1496,-70.0,19.55,SA(0.3)
1497,-70.0,19.6,SA(0.3)
1498,-70.0,19.65,SA(0.3)
1499,-70.0,19.7,SA(0.3)
1500,-70.0,19.75,SA(0.3)
1501,-69.95,18.35,SA(0.3)
1502,-69.95,18.4,SA(0.3)
1503,-69.95,18.45,SA(0.3)
1504,-69.95,18.5,SA(0.3)
1505,-69.95,18.55,SA(0.3)
1506,-69.95,18.6,SA(0.3)
1507,-69.95,18.65,SA(0.3)
1508,-69.95,18.7,SA(0.3)
1509,-69.95,18.75,SA(0.3)
1510,-69.95,18.8,SA(0.3)
1511,-69.95,18.85,SA(0.3)
1512,-69.95,18.9,SA(0.3)
1513,-69.95,18.95,SA(0.3)
1514,-69.95,19.0,SA(0.3)
1515,-69.95,19.05,SA(0.3)
1516,-69.95,19.1,SA(0.3)
1517,-69.95,19.15,SA(0.3)
1518,-69.95,19.2,SA(0.3)
1519,-69.95,19.25,SA(0.3)
1520,-69.95,19.3,SA(0.3)
1521,-69.95,19.35,SA(0.3)
1522,-69.95,19.4,SA(0.3)
1523,-69.95,19.45,SA(0.3)
1524,-69.95,19.5,SA(0.3)
1525,-69.95,19.55,SA(0.3)
1526,-69.95,19.6,SA(0.3)
1527,-69.95,19.65,SA(0.3)
1528,-69.95,19.7,SA(0.3)
1529,-69.95,19.75,SA(0.3)
1530,-69.9,18.35,SA(0.3)
1531,-69.9,18.4,SA(0.3)
1532,-69.9,18.45,SA(0.3)
1533,-69.9,18.5,SA(0.3)
1534,-69.9,18.55,SA(0.3)
1535,-69.9,18.6,SA(0.3)
1536,-69.9,18.65,SA(0.3)
1537,-69.9,18.7,SA(0.3)
1538,-69.9,18.75,SA(0.3)
1539,-69.9,18.8,SA(0.3)
1540,-69.9,18.85,SA(0.3)
1541,-69.9,18.9,SA(0.3)
1542,-69.9,18.95,SA(0.3)
1543,-69.9,19.0,SA(0.3)
1544,-69.9,19.05,SA(0.3)
1545,-69.9,19.1,SA(0.3)
1546,-69.9,19.15,SA(0.3)
1547,-69.9,19.2,SA(0.3)
1548,-69.9,19.25,SA(0.3)
1549,-69.9,19.3,SA(0.3)
1550,-69.9,19.35,SA(0.3)
1551,-69.9,19.4,SA(0.3)
1552,-69.9,19.45,SA(0.3)
1553,-69.9,19.5,SA(0.3)
1554,-69.9,19.55,SA(0.3)
1555,-69.9,19.6,SA(0.3)
1556,-69.9,19.65,SA(0.3)
1557,-69.9,19.7,SA(0.3)
1558,-69.9,19.75,SA(0.3)
1559,-69.85,18.4,SA(0.3)
1560,-69.85,18.45,SA(0.3)
1561,-69.85,18.5,SA(0.3)
1562,-69.85,18.55,SA(0.3)
1563,-69.85,18.6,SA(0.3)
1564,-69.85,18.65,SA(0.3)
1565,-69.85,18.7,SA(0.3)
1566,-69.85,18.75,SA(0.3)
1567,-69.85,18.8,SA(0.3)
1568,-69.85,18.85,SA(0.3)
1569,-69.85,18.9,SA(0.3)
1570,-69.85,18.95,SA(0.3)
1571,-69.85,19.0,SA(0.3)
1572,-69.85,19.05,SA(0.3)
1573,-69.85,19.1,SA(0.3)
1574,-69.85,19.15,SA(0.3)
1575,-69.85,19.2,SA(0.3)
1576,-69.85,19.25,SA(0.3)
1577,-69.85,19.3,SA(0.3)
1578,-69.85,19.35,SA(0.3)
1579,-69.85,19.4,SA(0.3)
1580,-69.85,19.45,SA(0.3)
1581,-69.85,19.5,SA(0.3)
1582,-69.85,19.55,SA(0.3)
1583,-69.85,19.6,SA(0.3)
1584,-69.85,19.65,SA(0.3)
1585,-69.85,19.7,SA(0.3)
1586,-69.8,18.4,SA(0.3)
1587,-69.8,18.45,SA(0.3)
1588,-69.8,18.5,SA(0.3)
1589,-69.8,18.55,SA(0.3)
1590,-69.8,18.6,SA(0.3)
1591,-69.8,18.65,SA(0.3)
1592,-69.8,18.7,SA(0.3)
1593,-69.8,18.75,SA(0.3)
1594,-69.8,18.8,SA(0.3)
1595,-69.8,18.85,SA(0.3)
1596,-69.8,18.9,SA(0.3)
1597,-69.8,18.95,SA(0.3)
1598,-69.8,19.0,SA(0.3)
1599,-69.8,19.05,SA(0.3)
1600,-69.8,19.1,SA(0.3)
1601,-69.8,19.15,SA(0.3)
1602,-69.8,19.2,SA(0.3)
1603,-69.8,19.25,SA(0.3)
1604,-69.8,19.3,SA(0.3)
1605,-69.8,19.35,SA(0.3)
1606,-69.8,19.4,SA(0.3)
1607,-69.8,19.45,SA(0.3)
1608,-69.8,19.5,SA(0.3)
1609,-69.8,19.55,SA(0.3)
1610,-69.8,19.6,SA(0.3)
1611,-69.8,19.65,SA(0.3)
1612,-69.75,18.4,SA(0.3)
1613,-69.75,18.45,SA(0.3)
1614,-69.75,18.5,SA(0.3)
1615,-69.75,18.55,SA(0.3)
1616,-69.75,18.6,SA(0.3)
1617,-69.75,18.65,SA(0.3)
1618,-69.75,18.7,SA(0.3)
1619,-69.75,18.75,SA(0.3)
1620,-69.75,18.8,SA(0.3)
1621,-69.75,18.85,SA(0.3)
1622,-69.75,18.9,SA(0.3)
1623,-69.75,18.95,SA(0.3)
1624,-69.75,19.0,SA(0.3)
1625,-69.75,19.05,SA(0.3)
1626,-69.75,19.1,SA(0.3)
1627,-69.75,19.15,SA(0.3)
1628,-69.75,19.2,SA(0.3)
1629,-69.75,19.25,SA(0.3)
1630,-69.75,19.3,SA(0.3)
1631,-69.75,19.35,SA(0.3)
1632,-69.75,19.4,SA(0.3)
1633,-69.7,18.4,SA(0.3)
1634,-69.7,18.45,SA(0.3)
1635,-69.7,18.5,SA(0.3)
1636,-69.7,18.55,SA(0.3)
1637,-69.7,18.6,SA(0.3)
1638,-69.7,18.65,SA(0.3)
1639,-69.7,18.7,SA(0.3)
1640,-69.7,18.75,SA(0.3)
1641,-69.7,18.8,SA(0.3)
1642,-69.7,18.85,SA(0.3)
1643,-69.7,18.9,SA(0.3)
1644,-69.7,18.95,SA(0.3)
1645,-69.7,19.0,SA(0.3)
1646,-69.7,19.05,SA(0.3)
1647,-69.7,19.1,SA(0.3)
1648,-69.7,19.15,SA(0.3)
1649,-69.7,19.2,SA(0.3)
1650,-69.7,19.25,SA(0.3)
1651,-69.7,19.3,SA(0.3)
1652,-69.7,19.35,SA(0.3)
1653,-69.65,18.35,SA(0.3)
1654,-69.65,18.4,SA(0.3)
1655,-69.65,18.45,SA(0.3)
1656,-69.65,18.5,SA(0.3)
1657,-69.65,18.55,SA(0.3)
1658,-69.65,18.6,SA(0.3)
1659,-69.65,18.65,SA(0.3)
1660,-69.65,18.7,SA(0.3)
1661,-69.65,18.75,SA(0.3)
1662,-69.65,18.8,SA(0.3)
1663,-69.65,18.85,SA(0.3)
1664,-69.65,18.9,SA(0.3)
1665,-69.65,18.95,SA(0.3)
1666,-69.65,19.0,SA(0.3)
1667,-69.65,19.05,SA(0.3)
1668,-69.65,19.1,SA(0.3)
1669,-69.65,19.15,SA(0.3)
1670,-69.65,19.2,SA(0.3)
1671,-69.65,19.25,SA(0.3)
1672,-69.65,19.3,SA(0.3)
1673,-69.65,19.35,SA(0.3)
1674,-69.65,19.4,SA(0.3)
1675,-69.6,18.35,SA(0.3)
1676,-69.6,18.4,SA(0.3)
1677,-69.6,18.45,SA(0.3)
1678,-69.6,18.5,SA(0.3)
1679,-69.6,18.55,SA(0.3)
1680,-69.6,18.6,SA(0.3)
1681,-69.6,18.65,SA(0.3)
1682,-69.6,18.7,SA(0.3)
1683,-69.6,18.75,SA(0.3)
1684,-69.6,18.8,SA(0.3)
1685,-69.6,18.85,SA(0.3)
1686,-69.6,18.9,SA(0.3)
1687,-69.6,18.95,SA(0.3)
1688,-69.6,19.0,SA(0.3)
1689,-69.6,19.05,SA(0.3)
1690,-69.6,19.1,SA(0.3)
1691,-69.6,19.15,SA(0.3)
1692,-69.6,19.2,SA(0.3)
1693,-69.6,19.25,SA(0.3)
1694,-69.6,19.3,SA(0.3)
1695,-69.6,19.35,SA(0.3)
1696,-69.6,19.4,SA(0.3)
1697,-69.55,18.35,SA(0.3)
1698,-69.55,18.4,SA(0.3)
1699,-69.55,18.45,SA(0.3)
1700,-69.55,18.5,SA(0.3)
1701,-69.55,18.55,SA(0.3)
1702,-69.55,18.6,SA(0.3)
1703,-69.55,18.65,SA(0.3)
1704,-69.55,18.7,SA(0.3)
1705,-69.55,18.75,SA(0.3)
1706,-69.55,18.8,SA(0.3)
1707,-69.55,18.85,SA(0.3)
1708,-69.55,18.9,SA(0.3)
1709,-69.55,18.95,SA(0.3)
1710,-69.55,19.0,SA(0.3)
1711,-69.55,19.05,SA(0.3)
1712,-69.55,19.1,SA(0.3)
1713,-69.55,19.15,SA(0.3)
1714,-69.55,19.2,SA(0.3)
1715,-69.55,19.25,SA(0.3)
1716,-69.55,19.3,SA(0.3)
1717,-69.55,19.35,SA(0.3)
1718,-69.55,19.4,SA(0.3)
1719,-69.5,18.35,SA(0.3)
1720,-69.5,18.4,SA(0.3)
1721,-69.5,18.45,SA(0.3)
1722,-69.5,18.5,SA(0.3)
1723,-69.5,18.55,SA(0.3)
1724,-69.5,18.6,SA(0.3)
1725,-69.5,18.65,SA(0.3)
1726,-69.5,18.7,SA(0.3)
1727,-69.5,18.75,SA(0.3)
1728,-69.5,18.8,SA(0.3)
1729,-69.5,18.85,SA(0.3)
1730,-69.5,18.9,SA(0.3)
1731,-69.5,18.95,SA(0.3)
1732,-69.5,19.0,SA(0.3)
1733,-69.5,19.05,SA(0.3)
1734,-69.5,19.1,SA(0.3)
1735,-69.5,19.15,SA(0.3)
1736,-69.5,19.2,SA(0.3)
1737,-69.5,19.25,SA(0.3)
1738,-69.5,19.3,SA(0.3)
1739,-69.5,19.35,SA(0.3)
1740,-69.5,19.4,SA(0.3)
1741,-69.45,18.35,SA(0.3)
1742,-69.45,18.4,SA(0.3)
1743,-69.45,18.45,SA(0.3)
1744,-69.45,18.5,SA(0.3)
1745,-69.45,18.55,SA(0.3)
1746,-69.45,18.6,SA(0.3)
1747,-69.45,18.65,SA(0.3)
1748,-69.45,18.7,SA(0.3)
1749,-69.45,18.75,SA(0.3)
1750,-69.45,18.8,SA(0.3)
1751,-69.45,18.85,SA(0.3)
1752,-69.45,18.9,SA(0.3)
1753,-69.45,18.95,SA(0.3)
1754,-69.45,19.0,SA(0.3)
1755,-69.45,19.05,SA(0.3)
1756,-69.45,19.1,SA(0.3)
1757,-69.45,19.15,SA(0.3)
1758,-69.45,19.2,SA(0.3)
1759,-69.45,19.25,SA(0.3)
1760,-69.45,19.3,SA(0.3)
1761,-69.45,19.35,SA(0.3)
1762,-69.45,19.4,SA(0.3)
1763,-69.4,18.35,SA(0.3)
1764,-69.4,18.4,SA(0.3)
1765,-69.4,18.45,SA(0.3)
1766,-69.4,18.5,SA(0.3)
1767,-69.4,18.55,SA(0.3)
1768,-69.4,18.6,SA(0.3)
1769,-69.4,18.65,SA(0.3)
1770,-69.4,18.7,SA(0.3)
1771,-69.4,18.75,SA(0.3)
1772,-69.4,18.8,SA(0.3)
1773,-69.4,18.85,SA(0.3)
1774,-69.4,18.9,SA(0.3)
1775,-69.4,18.95,SA(0.3)
1776,-69.4,19.0,SA(0.3)
1777,-69.4,19.05,SA(0.3)
1778,-69.4,19.1,SA(0.3)
1779,-69.4,19.15,SA(0.3)
1780,-69.4,19.2,SA(0.3)
1781,-69.4,19.25,SA(0.3)
1782,-69.4,19.3,SA(0.3)
1783,-69.4,19.35,SA(0.3)
1784,-69.4,19.4,SA(0.3)
1785,-69.35,18.35,SA(0.3)
1786,-69.35,18.4,SA(0.3)
1787,-69.35,18.45,SA(0.3)
1788,-69.35,18.5,SA(0.3)
1789,-69.35,18.55,SA(0.3)
1790,-69.35,18.6,SA(0.3)
1791,-69.35,18.65,SA(0.3)
1792,-69.35,18.7,SA(0.3)
1793,-69.35,18.75,SA(0.3)
1794,-69.35,18.8,SA(0.3)
1795,-69.35,18.85,SA(0.3)
1796,-69.35,18.9,SA(0.3)
1797,-69.35,18.95,SA(0.3)
1798,-69.35,19.0,SA(0.3)
1799,-69.35,19.05,SA(0.3)
1800,-69.35,19.1,SA(0.3)
1801,-69.35,19.15,SA(0.3)
1802,-69.35,19.2,SA(0.3)
1803,-69.35,19.25,SA(0.3)
1804,-69.35,19.3,SA(0.3)
1805,-69.35,19.35,SA(0.3)
1806,-69.35,19.4,SA(0.3)
1807,-69.3,18.35,SA(0.3)
1808,-69.3,18.4,SA(0.3)
1809,-69.3,18.45,SA(0.3)
1810,-69.3,18.5,SA(0.3)
1811,-69.3,18.55,SA(0.3)
1812,-69.3,18.6,SA(0.3)
1813,-69.3,18.65,SA(0.3)
1814,-69.3,18.7,SA(0.3)
1815,-69.3,18.75,SA(0.3)
1816,-69.3,18.8,SA(0.3)
1817,-69.3,18.85,SA(0.3)
1818,-69.3,18.9,SA(0.3)
1819,-69.3,18.95,SA(0.3)
1820,-69.3,19.0,SA(0.3)
1821,-69.3,19.05,SA(0.3)
1822,-69.3,19.1,SA(0.3)
1823,-69.3,19.15,SA(0.3)
1824,-69.3,19.2,SA(0.3)
1825,-69.3,19.25,SA(0.3)
1826,-69.3,19.3,SA(0.3)
1827,-69.3,19.35,SA(0.3)
1828,-69.3,19.4,SA(0.3)
1829,-69.25,18.35,SA(0.3)
1830,-69.25,18.4,SA(0.3)
1831,-69.25,18.45,SA(0.3)
1832,-69.25,18.5,SA(0.3)
1833,-69.25,18.55,SA(0.3)
1834,-69.25,18.6,SA(0.3)
1835,-69.25,18.65,SA(0.3)
1836,-69.25,18.7,SA(0.3)
1837,-69.25,18.75,SA(0.3)
1838,-69.25,18.8,SA(0.3)
1839,-69.25,18.85,SA(0.3)
1840,-69.25,18.9,SA(0.3)
1841,-69.25,18.95,SA(0.3)
1842,-69.25,19.0,SA(0.3)
1843,-69.25,19.05,SA(0.3)
1844,-69.25,19.1,SA(0.3)
1845,-69.25,19.15,SA(0.3)
1846,-69.25,19.2,SA(0.3)
1847,-69.25,19.25,SA(0.3)
1848,-69.25,19.3,SA(0.3)
1849,-69.25,19.35,SA(0.3)
1850,-69.25,19.4,SA(0.3)
1851,-69.25,19.45,SA(0.3)
1852,-69.2,18.35,SA(0.3)
1853,-69.2,18.4,SA(0.3)
1854,-69.2,18.45,SA(0.3)
1855,-69.2,18.5,SA(0.3)
1856,-69.2,18.55,SA(0.3)
1857,-69.2,18.6,SA(0.3)
1858,-69.2,18.65,SA(0.3)
1859,-69.2,18.7,SA(0.3)
1860,-69.2,18.75,SA(0.3)
1861,-69.2,18.8,SA(0.3)
1862,-69.2,18.85,SA(0.3)
1863,-69.2,18.9,SA(0.3)
1864,-69.2,18.95,SA(0.3)
1865,-69.2,19.0,SA(0.3)
1866,-69.2,19.05,SA(0.3)
1867,-69.2,19.1,SA(0.3)
1868,-69.2,19.15,SA(0.3)
1869,-69.2,19.2,SA(0.3)
1870,-69.2,19.25,SA(0.3)
1871,-69.2,19.3,SA(0.3)
1872,-69.2,19.35,SA(0.3)
1873,-69.2,19.4,SA(0.3)
1874,-69.2,19.45,SA(0.3)
1875,-69.15,18.35,SA(0.3)
1876,-69.15,18.4,SA(0.3)
1877,-69.15,18.45,SA(0.3)
1878,-69.15,18.5,SA(0.3)
1879,-69.15,18.55,SA(0.3)
1880,-69.15,18.6,SA(0.3)
1881,-69.15,18.65,SA(0.3)
1882,-69.15,18.7,SA(0.3)
1883,-69.15,18.75,SA(0.3)
1884,-69.15,18.8,SA(0.3)
1885,-69.15,18.85,SA(0.3)
1886,-69.15,18.9,SA(0.3)
1887,-69.15,18.95,SA(0.3)
1888,-69.15,19.0,SA(0.3)
1889,-69.15,19.05,SA(0.3)
1890,-69.15,19.1,SA(0.3)
1891,-69.15,19.15,SA(0.3)
1892,-69.15,19.2,SA(0.3)
1893,-69.15,19.25,SA(0.3)
1894,-69.15,19.3,SA(0.3)
1895,-69.15,19.35,SA(0.3)
1896,-69.15,19.4,SA(0.3)
1897,-69.1,18.3,SA(0.3)
1898,-69.1,18.35,SA(0.3)
1899,-69.1,18.4,SA(0.3)
1900,-69.1,18.45,SA(0.3)
1901,-69.1,18.5,SA(0.3)
1902,-69.1,18.55,SA(0.3)
1903,-69.1,18.6,SA(0.3)
1904,-69.1,18.65,SA(0.3)
1905,-69.1,18.7,SA(0.3)
1906,-69.1,18.75,SA(0.3)
1907,-69.1,18.8,SA(0.3)
1908,-69.1,18.85,SA(0.3)
1909,-69.1,18.9,SA(0.3)
1910,-69.1,18.95,SA(0.3)
1911,-69.1,19.0,SA(0.3)
1912,-69.1,19.05,SA(0.3)
1913,-69.1,19.1,SA(0.3)
1914,-69.1,19.2,SA(0.3)
1915,-69.1,19.25,SA(0.3)
1916,-69.1,19.3,SA(0.3)
1917,-69.1,19.35,SA(0.3)
1918,-69.05,18.3,SA(0.3)
1919,-69.05,18.35,SA(0.3)
1920,-69.05,18.4,SA(0.3)
1921,-69.05,18.45,SA(0.3)
1922,-69.05,18.5,SA(0.3)
1923,-69.05,18.55,SA(0.3)
1924,-69.05,18.6,SA(0.3)
1925,-69.05,18.65,SA(0.3)
1926,-69.05,18.7,SA(0.3)
1927,-69.05,18.75,SA(0.3)
1928,-69.05,18.8,SA(0.3)
1929,-69.05,18.85,SA(0.3)
1930,-69.05,18.9,SA(0.3)
1931,-69.05,18.95,SA(0.3)
1932,-69.05,19.0,SA(0.3)
1933,-69.05,19.05,SA(0.3)
1934,-69.05,19.1,SA(0.3)
1935,-69.0,18.3,SA(0.3)
1936,-69.0,18.35,SA(0.3)
1937,-69.0,18.4,SA(0.3)
1938,-69.0,18.45,SA(0.3)
1939,-69.0,18.5,SA(0.3)
1940,-69.0,18.55,SA(0.3)
1941,-69.0,18.6,SA(0.3)
1942,-69.0,18.65,SA(0.3)
1943,-69.0,18.7,SA(0.3)
1944,-69.0,18.75,SA(0.3)
1945,-69.0,18.8,SA(0.3)
1946,-69.0,18.85,SA(0.3)
1947,-69.0,18.9,SA(0.3)
1948,-69.0,18.95,SA(0.3)
1949,-69.0,19.0,SA(0.3)
1950,-69.0,19.05,SA(0.3)
1951,-69.0,19.1,SA(0.3)
1952,-68.95,18.35,SA(0.3)
1953,-68.95,18.4,SA(0.3)
1954,-68.95,18.45,SA(0.3)
1955,-68.95,18.5,SA(0.3)
1956,-68.95,18.55,SA(0.3)
1957,-68.95,18.6,SA(0.3)
1958,-68.95,18.65,SA(0.3)
1959,-68.95,18.7,SA(0.3)
1960,-68.95,18.75,SA(0.3)
1961,-68.95,18.8,SA(0.3)
1962,-68.95,18.85,SA(0.3)
1963,-68.95,18.9,SA(0.3)
1964,-68.95,18.95,SA(0.3)
1965,-68.95,19.0,SA(0.3)
1966,-68.95,19.05,SA(0.3)
1967,-68.95,19.1,SA(0.3)
1968,-68.9,18.3,SA(0.3)
1969,-68.9,18.35,SA(0.3)
1970,-68.9,18.4,SA(0.3)
1971,-68.9,18.45,SA(0.3)
1972,-68.9,18.5,SA(0.3)
1973,-68.9,18.55,SA(0.3)
1974,-68.9,18.6,SA(0.3)
1975,-68.9,18.65,SA(0.3)
1976,-68.9,18.7,SA(0.3)
1977,-68.9,18.75,SA(0.3)
1978,-68.9,18.8,SA(0.3)
1979,-68.9,18.85,SA(0.3)
1980,-68.9,18.9,SA(0.3)
1981,-68.9,18.95,SA(0.3)
1982,-68.9,19.0,SA(0.3)
1983,-68.9,19.05,SA(0.3)
1984,-68.9,19.1,SA(0.3)
1985,-68.85,18.1,SA(0.3)
1986,-68.85,18.15,SA(0.3)
1987,-68.85,18.2,SA(0.3)
1988,-68.85,18.25,SA(0.3)
1989,-68.85,18.3,SA(0.3)
1990,-68.85,18.35,SA(0.3)
1991,-68.85,18.4,SA(0.3)
1992,-68.85,18.45,SA(0.3)
1993,-68.85,18.5,SA(0.3)
1994,-68.85,18.55,SA(0.3)
1995,-68.85,18.6,SA(0.3)
1996,-68.85,18.65,SA(0.3)
1997,-68.85,18.7,SA(0.3)
1998,-68.85,18.75,SA(0.3)
1999,-68.85,18.8,SA(0.3)
2000,-68.85,18.85,SA(0.3)
2001,-68.85,18.9,SA(0.3)
2002,-68.85,18.95,SA(0.3)
2003,-68.85,19.0,SA(0.3)
2004,-68.85,19.05,SA(0.3)
2005,-68.85,19.1,SA(0.3)
2006,-68.8,18.05,SA(0.3)
2007,-68.8,18.1,SA(0.3)
2008,-68.8,18.15,SA(0.3)
2009,-68.8,18.2,SA(0.3)
2010,-68.8,18.25,SA(0.3)
2011,-68.8,18.3,SA(0.3)
2012,-68.8,18.35,SA(0.3)
2013,-68.8,18.4,SA(0.3)
2014,-68.8,18.45,SA(0.3)
2015,-68.8,18.5,SA(0.3)
2016,-68.8,18.55,SA(0.3)
2017,-68.8,18.6,SA(0.3)
2018,-68.8,18.65,SA(0.3)
2019,-68.8,18.7,SA(0.3)
2020,-68.8,18.75,SA(0.3)
2021,-68.8,18.8,SA(0.3)
2022,-68.8,18.85,SA(0.3)
2023,-68.8,18.9,SA(0.3)
2024,-68.8,18.95,SA(0.3)
2025,-68.8,19.0,SA(0.3)
2026,-68.8,19.05,SA(0.3)
2027,-68.75,18.05,SA(0.3)
2028,-68.75,18.1,SA(0.3)
2029,-68.75,18.15,SA(0.3)
2030,-68.75,18.2,SA(0.3)
2031,-68.75,18.25,SA(0.3)
2032,-68.75,18.3,SA(0.3)
2033,-68.75,18.35,SA(0.3)
2034,-68.75,18.4,SA(0.3)
2035,-68.75,18.45,SA(0.3)
2036,-68.75,18.5,SA(0.3)
2037,-68.75,18.55,SA(0.3)
2038,-68.75,18.6,SA(0.3)
2039,-68.75,18.65,SA(0.3)
2040,-68.75,18.7,SA(0.3)
2041,-68.75,18.75,SA(0.3)
2042,-68.75,18.8,SA(0.3)
2043,-68.75,18.85,SA(0.3)
2044,-68.75,18.9,SA(0.3)
2045,-68.75,18.95,SA(0.3)
2046,-68.75,19.0,SA(0.3)
2047,-68.75,19.05,SA(0.3)
2048,-68.7,18.05,SA(0.3)
2049,-68.7,18.1,SA(0.3)
2050,-68.7,18.15,SA(0.3)
2051,-68.7,18.2,SA(0.3)
2052,-68.7,18.25,SA(0.3)
2053,-68.7,18.3,SA(0.3)
2054,-68.7,18.35,SA(0.3)
2055,-68.7,18.4,SA(0.3)
2056,-68.7,18.45,SA(0.3)
2057,-68.7,18.5,SA(0.3)
2058,-68.7,18.55,SA(0.3)
2059,-68.7,18.6,SA(0.3)
2060,-68.7,18.65,SA(0.3)
2061,-68.7,18.7,SA(0.3)
2062,-68.7,18.75,SA(0.3)
2063,-68.7,18.8,SA(0.3)
2064,-68.7,18.85,SA(0.3)
2065,-68.7,18.9,SA(0.3)
2066,-68.7,18.95,SA(0.3)
2067,-68.7,19.0,SA(0.3)
2068,-68.65,18.05,SA(0.3)
2069,-68.65,18.1,SA(0.3)
2070,-68.65,18.15,SA(0.3)
2071,-68.65,18.2,SA(0.3)
2072,-68.65,18.25,SA(0.3)
2073,-68.65,18.3,SA(0.3)
2074,-68.65,18.35,SA(0.3)
2075,-68.65,18.4,SA(0.3)
2076,-68.65,18.45,SA(0.3)
2077,-68.65,18.5,SA(0.3)
2078,-68.65,18.55,SA(0.3)
2079,-68.65,18.6,SA(0.3)
2080,-68.65,18.65,SA(0.3)
2081,-68.65,18.7,SA(0.3)
2082,-68.65,18.75,SA(0.3)
2083,-68.65,18.8,SA(0.3)
2084,-68.65,18.85,SA(0.3)
2085,-68.65,18.9,SA(0.3)
2086,-68.65,18.95,SA(0.3)
2087,-68.65,19.0,SA(0.3)
2088,-68.6,18.05,SA(0.3)
2089,-68.6,18.1,SA(0.3)
2090,-68.6,18.15,SA(0.3)
2091,-68.6,18.2,SA(0.3)
2092,-68.6,18.25,SA(0.3)
2093,-68.6,18.3,SA(0.3)
2094,-68.6,18.35,SA(0.3)
2095,-68.6,18.4,SA(0.3)
2096,-68.6,18.45,SA(0.3)
2097,-68.6,18.5,SA(0.3)
2098,-68.6,18.55,SA(0.3)
2099,-68.6,18.6,SA(0.3)
2100,-68.6,18.65,SA(0.3)
2101,-68.6,18.7,SA(0.3)
2102,-68.6,18.75,SA(0.3)
2103,-68.6,18.8,SA(0.3)
2104,-68.6,18.85,SA(0.3)
2105,-68.6,18.9,SA(0.3)
2106,-68.6,18.95,SA(0.3)
2107,-68.55,18.05,SA(0.3)
2108,-68.55,18.1,SA(0.3)
2109,-68.55,18.15,SA(0.3)
2110,-68.55,18.2,SA(0.3)
2111,-68.55,18.25,SA(0.3)
2112,-68.55,18.3,SA(0.3)
2113,-68.55,18.35,SA(0.3)
2114,-68.55,18.4,SA(0.3)
2115,-68.55,18.45,SA(0.3)
2116,-68.55,18.5,SA(0.3)
2117,-68.55,18.55,SA(0.3)
2118,-68.55,18.6,SA(0.3)
2119,-68.55,18.65,SA(0.3)
2120,-68.55,18.7,SA(0.3)
2121,-68.55,18.75,SA(0.3)
2122,-68.55,18.8,SA(0.3)
2123,-68.55,18.85,SA(0.3)
2124,-68.55,18.9,SA(0.3)
2125,-68.5,18.05,SA(0.3)
2126,-68.5,18.1,SA(0.3)
2127,-68.5,18.15,SA(0.3)
2128,-68.5,18.2,SA(0.3)
2129,-68.5,18.25,SA(0.3)
2130,-68.5,18.3,SA(0.3)
2131,-68.5,18.35,SA(0.3)
2132,-68.5,18.4,SA(0.3)
2133,-68.5,18.45,SA(0.3)
2134,-68.5,18.5,SA(0.3)
2135,-68.5,18.55,SA(0.3)
2136,-68.5,18.6,SA(0.3)
2137,-68.5,18.65,SA(0.3)
